澶州	ns
濰州	ns
濮陽	ns
觀城	ns
隆州	ns
保州	ns
潁州	ns
臨河	ns
清豐	ns
衛南	ns
香山	ns
封丘	ns
雍丘	ns
陝縣	ns
濟陰	ns
曹州	ns
楚丘	ns
柘城	ns
浚儀	ns
祥符	ns
尉氏	ns
陳留	ns
雍邱	ns
封邱	ns
中牟	ns
陽武	ns
酸棗	ns
長垣	ns
東明	ns
襄邑	ns
扶溝	ns
鄢陵	ns
考城	ns
太康	ns
咸平	ns
延津	ns
管城	ns
新鄭	ns
白馬	ns
韋城	ns
昨城	ns
拱州	ns
寧陵	ns
阜城	ns
通明	ns
衛縣	ns
壽光	ns
博興	ns
千乘	ns
臨淄	ns
密州	ns
諸城	ns
安邱	ns
莒縣	ns
高密	ns
膠西	ns
沂州	ns
臨沂	ns
承縣	ns
沂水	ns
費縣	ns
新泰	ns
登州	ns
蓬萊	ns
黃縣	ns
牟平	ns
文登	ns
萊州	ns
掖縣	ns
萊陽	ns
膠水	ns
即墨	ns
臨朐	ns
淮北	ns
章丘	ns
益都	ns
潁陽	ns
滎陽	ns
滎澤	ns
朝城	ns
東鄉	ns
東光	ns
成安	ns
廣都	ns
將陵	ns
將樂	ns
富順	ns
宛丘	ns
定陶	ns
大名	ns
博野	ns
冤句	ns
內丘	ns
僰道	ns
任丘	ns
乾德	ns
南樂	ns
山東	ns
廣南	ns
江南	ns
青州	ns
永郡	ns
長水	ns
望都	ns
和國	ns
房國	ns
循國	ns
徐國	ns
建國	ns
尹國	ns
封國	ns
密國	ns
定國	ns
婺國	ns
夏國	ns
壽國	ns
商國	ns
光國	ns
康國	ns
儀國	ns
代國	ns
鄆國	ns
譙國	ns
鄧國	ns
郇國	ns
陳國	ns
鎮國	ns
相國	ns
慶國	ns
均國	ns
唐國	ns
揚國	ns
景國	ns
曹國	ns
杞國	ns
賀國	ns
豐國	ns
褒國	ns
虢國	ns
蕭國	ns
蔣國	ns
華國	ns
茂國	ns
翼國	ns
義國	ns
秀國	ns
祈國	ns
瀛國	ns
濮國	ns
濟國	ns
潭國	ns
潤國	ns
潁國	ns
淑國	ns
涇國	ns
洛國	ns
洋國	ns
沛國	ns
求國	ns
梁國	ns
澶國	ns
成國	ns
壽安	ns
晉國	ns
沂國	ns
蜀國	ns
魏國	ns
兗國	ns
漢國	ns
岐國	ns
冀國	ns
魯國	ns
信寧	ns
英國	ns
萊國	ns
燕國	ns
崇國	ns
忠國	ns
安陽	ns
蕩陰	ns
臨漳	ns
林慮	ns
永和	ns
永國	ns
定州	ns
安喜	ns
九隴	ns
無極	ns
曲陽	ns
唐縣	ns
周國	ns
衛國	ns
齊國	ns
惠國	ns
滕國	ns
蔡國	ns
宣國	ns
袁國	ns
鄭國	ns
許國	ns
嘉國	ns
舒國	ns
襄國	ns
吳國	ns
楚國	ns
益國	ns
廣國	ns
祁國	ns
莒國	ns
吉國	ns
申國	ns
秦國	ns
榮國	ns
越國	ns
溫國	ns
荊國	ns
福國	ns
潞國	ns
信國	ns
資國	ns
通國	ns
遂國	ns
滄州	ns
梁縣	ns
襄城	ns
葉縣	ns
郟城	ns
魯山	ns
龍興	ns
寶豐	ns
易州	ns
易縣	ns
滿城	ns
淶水	ns
遂城	ns
清池	ns
邠國	ns
無棣	ns
鹽山	ns
樂陵	ns
南皮	ns
冀州	ns
信都	ns
蓨縣	ns
吳郡	ns
南宮	ns
棗強	ns
武邑	ns
衡水	ns
汝州	ns
沈丘	ns
穎上	ns
萬壽	ns
福昌	ns
伊陽	ns
河清	ns
緱氏	ns
滑州	ns
孟州	ns
河陽	ns
溫縣	ns
濟源	ns
汜水	ns
河陰	ns
王屋	ns
蔡州	ns
汝陽	ns
上蔡	ns
新蔡	ns
褒信	ns
平輿	ns
遂平	ns
新息	ns
確山	ns
真陽	ns
西平	ns
穎州	ns
汝陰	ns
瀛州	ns
河間	ns
束城	ns
槁城	ns
井陘	ns
獲鹿	ns
平山	ns
行唐	ns
楊國	ns
懷國	ns
恭國	ns
思國	ns
靈壽	ns
相州	ns
郯國	ns
邕國	ns
莘國	ns
簡國	ns
淄國	ns
涪國	ns
順國	ns
韶國	ns
霍國	ns
雍國	ns
鄠國	ns
鄂國	ns
郢國	ns
邢國	ns
欒城	ns
真定	ns
樂壽	ns
乾寧	ns
博州	ns
聊城	ns
高唐	ns
堂邑	ns
博平	ns
棣州	ns
厭次	ns
商河	ns
陽信	ns
莫州	ns
任邱	ns
雄州	ns
歸信	ns
容城	ns
霸州	ns
文安	ns
大城	ns
德州	ns
安德	ns
平原	ns
濱州	ns
渤海	ns
招安	ns
恩州	ns
清州	ns
都濡	ns
夔州	ns
洋水	ns
上津	ns
廬江	ns
巢縣	ns
